fecha,periodo,anio,mes,trimestre,id_producto,producto,categoria,cantidad,precio_unitario,total,total_calculado,diferencia_total,costo,margen_unitario,margen_estimado,margen_pct,stock
2025-05-20,2025-05,2025,5,2025Q2,P034,Interruptor simple empotrable,Electricidad,8,8.86,70.88,70.88,0.0,5.8,3.06,24.48,0.3454,95
2025-05-20,2025-05,2025,5,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,6,23.27,139.62,139.62,0.0,18.2,5.07,30.42,0.2179,68
2025-05-20,2025-05,2025,5,2025Q2,P025,Pintura látex blanca 1 gl,Pinturas,1,48.89,48.89,48.89,0.0,34.0,14.89,14.89,0.3046,38
2025-05-20,2025-05,2025,5,2025Q2,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.46,8.46,8.46,0.0,4.8,3.66,3.66,0.4326,145
2025-05-21,2025-05,2025,5,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,3,9.11,27.33,27.33,0.0,5.4,3.71,11.13,0.4072,85
2025-05-21,2025-05,2025,5,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,10,23.45,234.5,234.5,0.0,18.2,5.25,52.5,0.2239,68
2025-05-22,2025-05,2025,5,2025Q2,P053,Arandela plana 1/4 ciento,Tornillería y fijaciones,10,6.95,69.5,69.5,0.0,4.1,2.85,28.5,0.4101,92
2025-05-23,2025-05,2025,5,2025Q2,P036,Cinta aislante negra,Electricidad,10,3.66,36.6,36.6,0.0,2.1,1.56,15.6,0.4262,160
2025-05-23,2025-05,2025,5,2025Q2,P057,Guante de seguridad latex par,Seguridad industrial,1,6.89,6.89,6.89,0.0,4.3,2.59,2.59,0.3759,150
2025-05-23,2025-05,2025,5,2025Q2,P057,Guante de seguridad latex par,Seguridad industrial,1,6.63,6.63,6.63,0.0,4.3,2.33,2.33,0.3514,150
2025-05-23,2025-05,2025,5,2025Q2,P034,Interruptor simple empotrable,Electricidad,15,8.72,130.8,130.8,0.0,5.8,2.92,43.8,0.3349,95
2025-05-23,2025-05,2025,5,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,8,0.96,7.68,7.68,0.0,0.82,0.14,1.12,0.1458,900
2025-05-23,2025-05,2025,5,2025Q2,P001,Martillo de acero 16 oz,Herramientas manuales,5,26.82,134.1,134.1,0.0,18.5,8.32,41.6,0.3102,34
2025-05-23,2025-05,2025,5,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,3,22.81,68.43,68.43,0.0,18.2,4.61,13.83,0.2021,68
2025-05-23,2025-05,2025,5,2025Q2,P009,Taladro percutor 650W,Herramientas eléctricas,3,192.49,577.47,577.47,0.0,145.0,47.49,142.47,0.2467,9
2025-05-24,2025-05,2025,5,2025Q2,P062,Protector auditivo tipo copa,Seguridad industrial,1,32.12,32.12,32.12,0.0,22.0,10.12,10.12,0.3151,18
2025-05-24,2025-05,2025,5,2025Q2,P035,Tomacorriente doble,Electricidad,2,11.21,22.42,22.42,0.0,7.2,4.01,8.02,0.3577,87
2025-05-24,2025-05,2025,5,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,8,7.4,59.2,59.2,0.0,5.4,2.0,16.0,0.2703,130
2025-05-25,2025-05,2025,5,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,2,0.96,1.92,1.92,0.0,0.82,0.14,0.28,0.1458,900
2025-05-26,2025-05,2025,5,2025Q2,P001,Martillo de acero 16 oz,Herramientas manuales,3,26.57,79.71,79.71,0.0,18.5,8.07,24.21,0.3037,34
2025-05-26,2025-05,2025,5,2025Q2,P029,Rodillo felpa 9 pulgadas,Pinturas,2,15.42,30.84,30.84,0.0,9.7,5.72,11.44,0.3709,62
2025-05-26,2025-05,2025,5,2025Q2,P011,Sierra circular 7 1/4 pulgadas,Herramientas eléctricas,1,343.35,343.35,343.35,0.0,265.0,78.35,78.35,0.2282,5
2025-05-27,2025-05,2025,5,2025Q2,P044,Cinta teflón 12 mm,Gasfitería,6,1.97,11.82,11.82,0.0,1.1,0.87,5.22,0.4416,210
2025-05-27,2025-05,2025,5,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,9.04,18.08,18.08,0.0,5.2,3.84,7.68,0.4248,130
2025-05-28,2025-05,2025,5,2025Q2,P053,Arandela plana 1/4 ciento,Tornillería y fijaciones,4,7.04,28.16,28.16,0.0,4.1,2.94,11.76,0.4176,92
2025-05-28,2025-05,2025,5,2025Q2,P017,Cemento bolsa 42.5 kg,Materiales de construcción,10,29.22,292.2,292.2,0.0,24.0,5.22,52.2,0.1786,96
2025-05-28,2025-05,2025,5,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,9.29,9.29,9.29,0.0,5.2,4.09,4.09,0.4403,130
2025-05-28,2025-05,2025,5,2025Q2,P054,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,10,10.02,100.2,100.2,0.0,6.0,4.02,40.2,0.4012,75
2025-05-29,2025-05,2025,5,2025Q2,P037,Foco LED 9W luz fría,Electricidad,5,7.39,36.95,36.95,0.0,4.8,2.59,12.95,0.3505,140
2025-05-29,2025-05,2025,5,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,4,7.84,31.36,31.36,0.0,5.4,2.44,9.76,0.3112,130
2025-05-30,2025-05,2025,5,2025Q2,P061,Chaleco reflectivo,Seguridad industrial,1,18.08,18.08,18.08,0.0,11.8,6.28,6.28,0.3473,45
2025-05-30,2025-05,2025,5,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,6,1.01,6.06,6.06,0.0,0.82,0.19,1.14,0.1881,900
2025-05-30,2025-05,2025,5,2025Q2,P055,Remache pop 1/8 ciento,Tornillería y fijaciones,4,14.89,59.56,59.56,0.0,9.5,5.39,21.56,0.362,41
2025-05-30,2025-05,2025,5,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.74,17.48,17.48,0.0,5.2,3.54,7.08,0.405,130
2025-05-30,2025-05,2025,5,2025Q2,P054,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,8,9.89,79.12,79.12,0.0,6.0,3.89,31.12,0.3933,75
2025-05-31,2025-05,2025,5,2025Q2,P057,Guante de seguridad latex par,Seguridad industrial,4,6.79,27.16,27.16,0.0,4.3,2.49,9.96,0.3667,150
2025-05-31,2025-05,2025,5,2025Q2,P051,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.51,11.02,11.02,0.0,3.1,2.41,4.82,0.4374,180
2025-06-01,2025-06,2025,6,2025Q2,P029,Rodillo felpa 9 pulgadas,Pinturas,2,15.72,31.44,31.44,0.0,9.7,6.02,12.04,0.383,62
2025-06-02,2025-06,2025,6,2025Q2,P071,Maceta plastica mediana,Jardinería,2,10.6,21.2,21.2,0.0,6.5,4.1,8.2,0.3868,80
2025-06-03,2025-06,2025,6,2025Q2,P018,Arena fina saco 40 kg,Materiales de construcción,6,9.71,58.26,58.26,0.0,7.6,2.11,12.66,0.2173,120
2025-06-03,2025-06,2025,6,2025Q2,P023,Clavo para madera kg,Materiales de construcción,6,9.86,59.16,59.16,0.0,7.4,2.46,14.76,0.2495,63
2025-06-03,2025-06,2025,6,2025Q2,P023,Clavo para madera kg,Materiales de construcción,4,9.58,38.32,38.32,0.0,7.4,2.18,8.72,0.2276,63
2025-06-03,2025-06,2025,6,2025Q2,P004,Juego de llaves mixtas 8 piezas,Herramientas manuales,2,59.44,118.88,118.88,0.0,42.0,17.44,34.88,0.2934,18
2025-06-03,2025-06,2025,6,2025Q2,P025,Pintura látex blanca 1 gl,Pinturas,1,50.01,50.01,50.01,0.0,34.0,16.01,16.01,0.3201,38
2025-06-04,2025-06,2025,6,2025Q2,P002,Alicate universal 8 pulgadas,Herramientas manuales,5,23.98,119.9,119.9,0.0,16.2,7.78,38.9,0.3244,42
2025-06-04,2025-06,2025,6,2025Q2,P023,Clavo para madera kg,Materiales de construcción,20,10.3,206.0,206.0,0.0,7.4,2.9,58.0,0.2816,63
2025-06-05,2025-06,2025,6,2025Q2,P037,Foco LED 9W luz fría,Electricidad,4,7.31,29.24,29.24,0.0,4.8,2.51,10.04,0.3434,140
2025-06-05,2025-06,2025,6,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,2,0.96,1.92,1.92,0.0,0.82,0.14,0.28,0.1458,900
2025-06-05,2025-06,2025,6,2025Q2,P051,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,10,5.68,56.8,56.8,0.0,3.1,2.58,25.8,0.4542,180
2025-06-05,2025-06,2025,6,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,8,7.36,58.88,58.88,0.0,5.4,1.96,15.68,0.2663,130
2025-06-06,2025-06,2025,6,2025Q2,P013,Atornillador inalámbrico 12V,Herramientas eléctricas,2,176.18,352.36,352.36,0.0,132.0,44.18,88.36,0.2508,8
2025-06-06,2025-06,2025,6,2025Q2,P036,Cinta aislante negra,Electricidad,8,3.66,29.28,29.28,0.0,2.1,1.56,12.48,0.4262,160
2025-06-06,2025-06,2025,6,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,2,0.95,1.9,1.9,0.0,0.82,0.13,0.26,0.1368,900
2025-06-06,2025-06,2025,6,2025Q2,P043,Llave esférica 1/2 pulgada,Gasfitería,4,14.15,56.6,56.6,0.0,9.8,4.35,17.4,0.3074,74
2025-06-06,2025-06,2025,6,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,1,7.41,7.41,7.41,0.0,5.4,2.01,2.01,0.2713,130
2025-06-07,2025-06,2025,6,2025Q2,P030,Brocha 2 pulgadas,Pinturas,3,7.23,21.69,21.69,0.0,4.2,3.03,9.09,0.4191,100
2025-06-07,2025-06,2025,6,2025Q2,P044,Cinta teflón 12 mm,Gasfitería,6,1.99,11.94,11.94,0.0,1.1,0.89,5.34,0.4472,210
2025-06-07,2025-06,2025,6,2025Q2,P057,Guante de seguridad latex par,Seguridad industrial,5,6.73,33.65,33.65,0.0,4.3,2.43,12.15,0.3611,150
2025-06-07,2025-06,2025,6,2025Q2,P043,Llave esférica 1/2 pulgada,Gasfitería,6,14.57,87.42,87.42,0.0,9.8,4.77,28.62,0.3274,74
2025-06-07,2025-06,2025,6,2025Q2,P045,Pegamento PVC 1/4 gl,Gasfitería,4,16.83,67.32,67.32,0.0,11.6,5.23,20.92,0.3108,58
2025-06-09,2025-06,2025,6,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,3,8.72,26.16,26.16,0.0,5.4,3.32,9.96,0.3807,85
2025-06-09,2025-06,2025,6,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.3,9.3,9.3,0.0,5.4,3.9,3.9,0.4194,85
2025-06-10,2025-06,2025,6,2025Q2,P070,Fertilizante universal 1 kg,Jardinería,1,14.63,14.63,14.63,0.0,9.8,4.83,4.83,0.3301,52
2025-06-10,2025-06,2025,6,2025Q2,P043,Llave esférica 1/2 pulgada,Gasfitería,4,14.65,58.6,58.6,0.0,9.8,4.85,19.4,0.3311,74
2025-06-10,2025-06,2025,6,2025Q2,P001,Martillo de acero 16 oz,Herramientas manuales,1,26.58,26.58,26.58,0.0,18.5,8.08,8.08,0.304,34
2025-06-10,2025-06,2025,6,2025Q2,P054,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,2,9.85,19.7,19.7,0.0,6.0,3.85,7.7,0.3909,75
2025-06-11,2025-06,2025,6,2025Q2,P072,Aspersor plástico regulable,Jardinería,5,17.21,86.05,86.05,0.0,12.0,5.21,26.05,0.3027,30
2025-06-11,2025-06,2025,6,2025Q2,P043,Llave esférica 1/2 pulgada,Gasfitería,1,14.89,14.89,14.89,0.0,9.8,5.09,5.09,0.3418,74
2025-06-11,2025-06,2025,6,2025Q2,P025,Pintura látex blanca 1 gl,Pinturas,2,50.21,100.42,100.42,0.0,34.0,16.21,32.42,0.3228,38
2025-06-12,2025-06,2025,6,2025Q2,P036,Cinta aislante negra,Electricidad,1,3.48,3.48,3.48,0.0,2.1,1.38,1.38,0.3966,160
2025-06-12,2025-06,2025,6,2025Q2,P005,Cinta métrica 5 m,Herramientas manuales,4,14.2,56.8,56.8,0.0,8.8,5.4,21.6,0.3803,57
2025-06-12,2025-06,2025,6,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.71,17.42,17.42,0.0,5.2,3.51,7.02,0.403,130
2025-06-13,2025-06,2025,6,2025Q2,P034,Interruptor simple empotrable,Electricidad,3,9.26,27.78,27.78,0.0,5.8,3.46,10.38,0.3737,95
2025-06-13,2025-06,2025,6,2025Q2,P029,Rodillo felpa 9 pulgadas,Pinturas,6,15.75,94.5,94.5,0.0,9.7,6.05,36.3,0.3841,62
2025-06-14,2025-06,2025,6,2025Q2,P061,Chaleco reflectivo,Seguridad industrial,3,16.96,50.88,50.88,0.0,11.8,5.16,15.48,0.3042,45
2025-06-14,2025-06,2025,6,2025Q2,P027,Esmalte sintético negro 1/4 gl,Pinturas,4,26.86,107.44,107.44,0.0,18.0,8.86,35.44,0.3299,45
2025-06-14,2025-06,2025,6,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,4,22.75,91.0,91.0,0.0,18.2,4.55,18.2,0.2,68
2025-06-14,2025-06,2025,6,2025Q2,P069,Rastrillo metálico,Jardinería,2,33.41,66.82,66.82,0.0,24.0,9.41,18.82,0.2817,12
2025-06-14,2025-06,2025,6,2025Q2,P029,Rodillo felpa 9 pulgadas,Pinturas,1,15.06,15.06,15.06,0.0,9.7,5.36,5.36,0.3559,62
2025-06-15,2025-06,2025,6,2025Q2,P042,Codo PVC 1/2 pulgada,Gasfitería,1,1.54,1.54,1.54,0.0,0.95,0.59,0.59,0.3831,260
2025-06-16,2025-06,2025,6,2025Q2,P060,Mascarilla KN95 unidad,Seguridad industrial,5,2.55,12.75,12.75,0.0,1.6,0.95,4.75,0.3725,260
2025-06-16,2025-06,2025,6,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,5,24.27,121.35,121.35,0.0,18.2,6.07,30.35,0.2501,68
2025-06-16,2025-06,2025,6,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,6,23.33,139.98,139.98,0.0,18.2,5.13,30.78,0.2199,68
2025-06-17,2025-06,2025,6,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,20,23.76,475.2,475.2,0.0,18.2,5.56,111.2,0.234,68
2025-06-17,2025-06,2025,6,2025Q2,P052,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,8,19.22,153.76,153.76,0.0,12.5,6.72,53.76,0.3496,58
2025-06-17,2025-06,2025,6,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,8,9.02,72.16,72.16,0.0,5.2,3.82,30.56,0.4235,130
2025-06-17,2025-06,2025,6,2025Q2,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.37,41.85,41.85,0.0,4.8,3.57,17.85,0.4265,145
2025-06-18,2025-06,2025,6,2025Q2,P002,Alicate universal 8 pulgadas,Herramientas manuales,2,24.69,49.38,49.38,0.0,16.2,8.49,16.98,0.3439,42
2025-06-18,2025-06,2025,6,2025Q2,P037,Foco LED 9W luz fría,Electricidad,10,6.93,69.3,69.3,0.0,4.8,2.13,21.3,0.3074,140
2025-06-18,2025-06,2025,6,2025Q2,P034,Interruptor simple empotrable,Electricidad,2,9.19,18.38,18.38,0.0,5.8,3.39,6.78,0.3689,95
2025-06-18,2025-06,2025,6,2025Q2,P062,Protector auditivo tipo copa,Seguridad industrial,8,32.49,259.92,259.92,0.0,22.0,10.49,83.92,0.3229,18
2025-06-19,2025-06,2025,6,2025Q2,P035,Tomacorriente doble,Electricidad,15,11.37,170.55,170.55,0.0,7.2,4.17,62.55,0.3668,87
2025-06-19,2025-06,2025,6,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,2,7.3,14.6,14.6,0.0,5.4,1.9,3.8,0.2603,130
2025-06-19,2025-06,2025,6,2025Q2,P020,Yeso bolsa 20 kg,Materiales de construcción,8,13.83,110.64,110.64,0.0,10.8,3.03,24.24,0.2191,55
2025-06-20,2025-06,2025,6,2025Q2,P036,Cinta aislante negra,Electricidad,10,3.69,36.9,36.9,0.0,2.1,1.59,15.9,0.4309,160
2025-06-20,2025-06,2025,6,2025Q2,P037,Foco LED 9W luz fría,Electricidad,2,6.9,13.8,13.8,0.0,4.8,2.1,4.2,0.3043,140
2025-06-20,2025-06,2025,6,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,3,0.95,2.85,2.85,0.0,0.82,0.13,0.39,0.1368,900
2025-06-20,2025-06,2025,6,2025Q2,P014,Rotomartillo SDS Plus,Herramientas eléctricas,1,446.33,446.33,446.33,0.0,335.0,111.33,111.33,0.2494,4
2025-06-20,2025-06,2025,6,2025Q2,P035,Tomacorriente doble,Electricidad,2,10.88,21.76,21.76,0.0,7.2,3.68,7.36,0.3382,87
2025-06-20,2025-06,2025,6,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,10,7.51,75.1,75.1,0.0,5.4,2.11,21.1,0.281,130
2025-06-21,2025-06,2025,6,2025Q2,P030,Brocha 2 pulgadas,Pinturas,2,7.35,14.7,14.7,0.0,4.2,3.15,6.3,0.4286,100
2025-06-21,2025-06,2025,6,2025Q2,P070,Fertilizante universal 1 kg,Jardinería,3,14.6,43.8,43.8,0.0,9.8,4.8,14.4,0.3288,52
2025-06-21,2025-06,2025,6,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,9.0,9.0,9.0,0.0,5.2,3.8,3.8,0.4222,130
2025-06-22,2025-06,2025,6,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,10,7.67,76.7,76.7,0.0,5.4,2.27,22.7,0.296,130
2025-06-23,2025-06,2025,6,2025Q2,P061,Chaleco reflectivo,Seguridad industrial,10,17.5,175.0,175.0,0.0,11.8,5.7,57.0,0.3257,45
2025-06-23,2025-06,2025,6,2025Q2,P058,Lente de seguridad transparente,Seguridad industrial,4,10.03,40.12,40.12,0.0,6.4,3.63,14.52,0.3619,95
2025-06-23,2025-06,2025,6,2025Q2,P001,Martillo de acero 16 oz,Herramientas manuales,1,27.64,27.64,27.64,0.0,18.5,9.14,9.14,0.3307,34
2025-06-24,2025-06,2025,6,2025Q2,P017,Cemento bolsa 42.5 kg,Materiales de construcción,3,29.53,88.59,88.59,0.0,24.0,5.53,16.59,0.1873,96
2025-06-24,2025-06,2025,6,2025Q2,P031,Lija al agua grano 220,Pinturas,3,1.03,3.09,3.09,0.0,0.55,0.48,1.44,0.466,320
2025-06-24,2025-06,2025,6,2025Q2,P019,Pegamento cerámico 25 kg,Materiales de construcción,8,22.68,181.44,181.44,0.0,18.2,4.48,35.84,0.1975,68
2025-06-24,2025-06,2025,6,2025Q2,P051,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.5,27.5,27.5,0.0,3.1,2.4,12.0,0.4364,180
2025-06-25,2025-06,2025,6,2025Q2,P002,Alicate universal 8 pulgadas,Herramientas manuales,1,24.38,24.38,24.38,0.0,16.2,8.18,8.18,0.3355,42
2025-06-25,2025-06,2025,6,2025Q2,P030,Brocha 2 pulgadas,Pinturas,6,7.34,44.04,44.04,0.0,4.2,3.14,18.84,0.4278,100
2025-06-25,2025-06,2025,6,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,5,9.28,46.4,46.4,0.0,5.4,3.88,19.4,0.4181,85
2025-06-25,2025-06,2025,6,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,8,0.96,7.68,7.68,0.0,0.82,0.14,1.12,0.1458,900
2025-06-25,2025-06,2025,6,2025Q2,P035,Tomacorriente doble,Electricidad,5,11.01,55.05,55.05,0.0,7.2,3.81,19.05,0.346,87
2025-06-26,2025-06,2025,6,2025Q2,P022,Alambre recocido kg,Materiales de construcción,12,8.68,104.16,104.16,0.0,6.9,1.78,21.36,0.2051,75
2025-06-26,2025-06,2025,6,2025Q2,P010,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,158.94,158.94,158.94,0.0,118.0,40.94,40.94,0.2576,7
2025-06-26,2025-06,2025,6,2025Q2,P033,Cable THW 12 AWG metro,Electricidad,8,3.67,29.36,29.36,0.0,2.4,1.27,10.16,0.346,420
2025-06-26,2025-06,2025,6,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.17,9.17,9.17,0.0,5.4,3.77,3.77,0.4111,85
2025-06-26,2025-06,2025,6,2025Q2,P035,Tomacorriente doble,Electricidad,8,11.06,88.48,88.48,0.0,7.2,3.86,30.88,0.349,87
2025-06-27,2025-06,2025,6,2025Q2,P027,Esmalte sintético negro 1/4 gl,Pinturas,2,25.88,51.76,51.76,0.0,18.0,7.88,15.76,0.3045,45
2025-06-27,2025-06,2025,6,2025Q2,P045,Pegamento PVC 1/4 gl,Gasfitería,3,16.26,48.78,48.78,0.0,11.6,4.66,13.98,0.2866,58
2025-06-27,2025-06,2025,6,2025Q2,P041,Tubo PVC agua 1/2 pulgada,Gasfitería,10,7.52,75.2,75.2,0.0,5.4,2.12,21.2,0.2819,130
2025-06-27,2025-06,2025,6,2025Q2,P054,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,2,9.85,19.7,19.7,0.0,6.0,3.85,7.7,0.3909,75
2025-06-28,2025-06,2025,6,2025Q2,P022,Alambre recocido kg,Materiales de construcción,6,9.07,54.42,54.42,0.0,6.9,2.17,13.02,0.2393,75
2025-06-28,2025-06,2025,6,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,5,9.25,46.25,46.25,0.0,5.4,3.85,19.25,0.4162,85
2025-06-29,2025-06,2025,6,2025Q2,P028,Base selladora 1 gl,Pinturas,1,38.98,38.98,38.98,0.0,28.5,10.48,10.48,0.2689,28
2025-06-29,2025-06,2025,6,2025Q2,P033,Cable THW 12 AWG metro,Electricidad,1,3.49,3.49,3.49,0.0,2.4,1.09,1.09,0.3123,420
2025-06-29,2025-06,2025,6,2025Q2,P017,Cemento bolsa 42.5 kg,Materiales de construcción,20,29.19,583.8,583.8,0.0,24.0,5.19,103.8,0.1778,96
2025-06-29,2025-06,2025,6,2025Q2,P003,Destornillador plano 6 pulgadas,Herramientas manuales,3,9.23,27.69,27.69,0.0,5.4,3.83,11.49,0.415,85
2025-06-29,2025-06,2025,6,2025Q2,P031,Lija al agua grano 220,Pinturas,2,1.0,2.0,2.0,0.0,0.55,0.45,0.9,0.45,320
2025-06-30,2025-06,2025,6,2025Q2,P042,Codo PVC 1/2 pulgada,Gasfitería,2,1.56,3.12,3.12,0.0,0.95,0.61,1.22,0.391,260
2025-06-30,2025-06,2025,6,2025Q2,P021,Ladrillo pandereta unidad,Materiales de construcción,15,0.95,14.25,14.25,0.0,0.82,0.13,1.95,0.1368,900
2025-06-30,2025-06,2025,6,2025Q2,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,8.91,8.91,8.91,0.0,5.2,3.71,3.71,0.4164,130
2025-06-30,2025-06,2025,6,2025Q2,P020,Yeso bolsa 20 kg,Materiales de construcción,6,14.04,84.24,84.24,0.0,10.8,3.24,19.44,0.2308,55
2025-07-01,2025-07,2025,7,2025Q3,P045,Pegamento PVC 1/4 gl,Gasfitería,1,17.11,17.11,17.11,0.0,11.6,5.51,5.51,0.322,58
2025-07-01,2025-07,2025,7,2025Q3,P029,Rodillo felpa 9 pulgadas,Pinturas,3,15.38,46.14,46.14,0.0,9.7,5.68,17.04,0.3693,62
2025-07-01,2025-07,2025,7,2025Q3,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,8.9,8.9,8.9,0.0,5.2,3.7,3.7,0.4157,130
2025-07-02,2025-07,2025,7,2025Q3,P059,Casco de seguridad amarillo,Seguridad industrial,2,24.47,48.94,48.94,0.0,16.5,7.97,15.94,0.3257,32
2025-07-02,2025-07,2025,7,2025Q3,P017,Cemento bolsa 42.5 kg,Materiales de construcción,20,30.66,613.2,613.2,0.0,24.0,6.66,133.2,0.2172,96
2025-07-02,2025-07,2025,7,2025Q3,P008,Llave francesa 10 pulgadas,Herramientas manuales,1,39.68,39.68,39.68,0.0,28.0,11.68,11.68,0.2944,16
2025-07-02,2025-07,2025,7,2025Q3,P051,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.53,5.53,5.53,0.0,3.1,2.43,2.43,0.4394,180
2025-07-03,2025-07,2025,7,2025Q3,P061,Chaleco reflectivo,Seguridad industrial,8,17.37,138.96,138.96,0.0,11.8,5.57,44.56,0.3207,45
2025-07-03,2025-07,2025,7,2025Q3,P037,Foco LED 9W luz fría,Electricidad,10,7.1,71.0,71.0,0.0,4.8,2.3,23.0,0.3239,140
2025-07-04,2025-07,2025,7,2025Q3,P036,Cinta aislante negra,Electricidad,1,3.5,3.5,3.5,0.0,2.1,1.4,1.4,0.4,160
2025-07-04,2025-07,2025,7,2025Q3,P044,Cinta teflón 12 mm,Gasfitería,2,2.06,4.12,4.12,0.0,1.1,0.96,1.92,0.466,210
2025-07-04,2025-07,2025,7,2025Q3,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,3,8.64,25.92,25.92,0.0,5.2,3.44,10.32,0.3981,130
2025-07-05,2025-07,2025,7,2025Q3,P029,Rodillo felpa 9 pulgadas,Pinturas,4,15.59,62.36,62.36,0.0,9.7,5.89,23.56,0.3778,62
2025-07-05,2025-07,2025,7,2025Q3,P032,Thinner acrílico 1 L,Pinturas,2,13.31,26.62,26.62,0.0,8.9,4.41,8.82,0.3313,70
2025-07-05,2025-07,2025,7,2025Q3,P050,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.91,17.82,17.82,0.0,5.2,3.71,7.42,0.4164,130
2025-07-06,2025-07,2025,7,2025Q3,P010,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,3,151.54,454.62,454.62,0.0,118.0,33.54,100.62,0.2213,7
2025-07-06,2025-07,2025,7,2025Q3,P037,Foco LED 9W luz fría,Electricidad,2,7.29,14.58,14.58,0.0,4.8,2.49,4.98,0.3416,140
2025-07-06,2025-07,2025,7,2025Q3,P025,Pintura látex blanca 1 gl,Pinturas,1,47.56,47.56,47.56,0.0,34.0,13.56,13.56,0.2851,38
2025-07-07,2025-07,2025,7,2025Q3,P030,Brocha 2 pulgadas,Pinturas,4,7.44,29.76,29.76,0.0,4.2,3.24,12.96,0.4355,100
2025-07-07,2025-07,2025,7,2025Q3,P044,Cinta teflón 12 mm,Gasfitería,1,2.02,2.02,2.02,0.0,1.1,0.92,0.92,0.4554,210
2025-07-07,2025-07,2025,7,2025Q3,P023,Clavo para madera kg,Materiales de construcción,15,10.34,155.1,155.1,0.0,7.4,2.94,44.1,0.2843,63
2025-07-07,2025-07,2025,7,2025Q3,P003,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.05,18.1,18.1,0.0,5.4,3.65,7.3,0.4033,85
2025-07-07,2025-07,2025,7,2025Q3,P034,Interruptor simple empotrable,Electricidad,15,8.89,133.35,133.35,0.0,5.8,3.09,46.35,0.3476,95
2025-07-07,2025-07,2025,7,2025Q3,P045,Pegamento PVC 1/4 gl,Gasfitería,2,17.0,34.0,34.0,0.0,11.6,5.4,10.8,0.3176,58
2025-07-07,2025-07,2025,7,2025Q3,P025,Pintura látex blanca 1 gl,Pinturas,6,48.72,292.32,292.32,0.0,34.0,14.72,88.32,0.3021,38
2025-07-07,2025-07,2025,7,2025Q3,P049,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.4,84.0,84.0,0.0,4.8,3.6,36.0,0.4286,145
